# Chua circuit — regime 1: fixed_point
time_ms,x_V,y_V,z_V
30750.455,-1.2692,0.0849,0.1520
30750.486,-1.2705,0.0836,0.1520
30750.516,-1.2705,0.0836,0.1532
30750.547,-1.2692,0.0836,0.1532
30750.576,-1.2692,0.0849,0.1520
30750.605,-1.2692,0.0849,0.1520
30750.637,-1.2692,0.0861,0.1508
30750.666,-1.2692,0.0861,0.1520
30750.695,-1.2680,0.0849,0.1508
30750.727,-1.2680,0.0849,0.1532
30750.756,-1.2705,0.0836,0.1496
30750.785,-1.2680,0.0873,0.1520
30750.816,-1.2717,0.0861,0.1532
30750.846,-1.2692,0.0861,0.1545
30750.877,-1.2692,0.0861,0.1520
30750.906,-1.2680,0.0861,0.1532
30750.936,-1.2692,0.0836,0.1545
30750.967,-1.2692,0.0861,0.1520
30750.996,-1.2680,0.0861,0.1520
30751.025,-1.2680,0.0849,0.1520
30751.057,-1.2692,0.0849,0.1520
30751.086,-1.2705,0.0861,0.1508
30751.115,-1.2692,0.0849,0.1532
30751.146,-1.2680,0.0836,0.1496
30751.176,-1.2705,0.0836,0.1520
30751.205,-1.2705,0.0849,0.1520
30751.236,-1.2692,0.0861,0.1532
30751.266,-1.2692,0.0873,0.1545
30751.297,-1.2692,0.0836,0.1532
30751.326,-1.2717,0.0824,0.1508
30751.355,-1.2692,0.0812,0.1520
30751.387,-1.2692,0.0873,0.1520
30751.416,-1.2692,0.0849,0.1557
30751.445,-1.2680,0.0861,0.1520
30751.477,-1.2717,0.0861,0.1508
30751.506,-1.2705,0.0824,0.1508
30751.535,-1.2705,0.0836,0.1496
30751.566,-1.2705,0.0836,0.1508
30751.596,-1.2692,0.0812,0.1508
30751.627,-1.2705,0.0849,0.1496
30751.656,-1.2692,0.0836,0.1508
30751.686,-1.2692,0.0836,0.1520
30751.717,-1.2692,0.0836,0.1471
30751.746,-1.2692,0.0849,0.1557
30751.775,-1.2680,0.0849,0.1532
30751.807,-1.2692,0.0849,0.1508
30751.836,-1.2692,0.0824,0.1496
30751.865,-1.2705,0.0836,0.1508
30751.896,-1.2705,0.0836,0.1532
30751.926,-1.2692,0.0849,0.1532
30751.955,-1.2668,0.0836,0.1532
30751.986,-1.2680,0.0824,0.1532
30752.016,-1.2705,0.0849,0.1508
30752.047,-1.2692,0.0861,0.1520
30752.076,-1.2705,0.0849,0.1520
30752.105,-1.2680,0.0836,0.1532
30752.137,-1.2680,0.0861,0.1520
30752.166,-1.2692,0.0849,0.1520
30752.195,-1.2705,0.0836,0.1520
30752.227,-1.2680,0.0836,0.1508
30752.256,-1.2705,0.0849,0.1532
30752.285,-1.2680,0.0849,0.1532
30752.316,-1.2692,0.0861,0.1520
30752.346,-1.2692,0.0836,0.1532
30752.377,-1.2680,0.0849,0.1520
30752.406,-1.2692,0.0861,0.1532
30752.436,-1.2705,0.0836,0.1532
30752.467,-1.2705,0.0849,0.1508
30752.496,-1.2692,0.0824,0.1508
30752.525,-1.2717,0.0824,0.1508
30752.557,-1.2692,0.0836,0.1508
30752.586,-1.2692,0.0824,0.1520
30752.615,-1.2692,0.0824,0.1520
30752.646,-1.2705,0.0836,0.1520
30752.676,-1.2619,0.0849,0.1508
30752.705,-1.2705,0.0861,0.1520
30752.736,-1.2705,0.0812,0.1520
30752.766,-1.2680,0.0849,0.1520
30752.797,-1.2680,0.0849,0.1532
30752.826,-1.2692,0.0861,0.1532
30752.855,-1.2692,0.0824,0.1508
30752.887,-1.2692,0.0824,0.1496
30752.916,-1.2692,0.0824,0.1508
30752.945,-1.2705,0.0824,0.1508
30752.977,-1.2692,0.0836,0.1532
30753.006,-1.2692,0.0861,0.1508
30753.035,-1.2717,0.0873,0.1532
30753.066,-1.2692,0.0861,0.1520
30753.096,-1.2692,0.0849,0.1520
30753.127,-1.2680,0.0849,0.1532
30753.156,-1.2692,0.0861,0.1532
30753.186,-1.2705,0.0849,0.1508
30753.217,-1.2692,0.0849,0.1520
30753.246,-1.2692,0.0849,0.1508
30753.275,-1.2692,0.0849,0.1520
30753.307,-1.2680,0.0836,0.1520
30753.336,-1.2692,0.0861,0.1532
30753.365,-1.2692,0.0849,0.1532
30753.396,-1.2692,0.0849,0.1545
30753.426,-1.2680,0.0849,0.1520
30753.455,-1.2680,0.0861,0.1545
30753.486,-1.2680,0.0861,0.1532
30753.516,-1.2692,0.0861,0.1532
30753.547,-1.2692,0.0861,0.1532
30753.576,-1.2692,0.0836,0.1520
30753.605,-1.2692,0.0836,0.1520
30753.637,-1.2705,0.0849,0.1520
30753.666,-1.2705,0.0836,0.1520
30753.695,-1.2668,0.0849,0.1520
30753.727,-1.2717,0.0836,0.1508
