# Chua circuit — regime 3: period_doubled
time_ms,x_V,y_V,z_V
133050.000,-0.7515,0.3913,0.2802
133050.047,-0.4109,0.0275,-0.1129
133050.094,-1.3205,-0.2497,-0.1154
133050.156,-2.0421,0.0104,0.3364
133050.203,-1.4744,0.4365,0.5501
133050.250,-0.4890,0.3462,0.1752
133050.297,-0.1020,-0.0409,-0.1496
133050.359,-1.1361,-0.2289,-0.0971
133050.406,-1.9090,0.0177,0.3156
133050.453,-1.4292,0.3950,0.5024
133050.500,-0.5781,0.3217,0.1691
133050.547,-0.5342,-0.0775,-0.1691
133050.594,-1.6038,-0.2326,-0.0153
133050.641,-2.0189,0.1349,0.4414
133050.703,-1.1813,0.4707,0.4866
133050.750,-0.3034,0.2521,0.0702
133050.797,-0.2143,-0.1081,-0.1728
133050.844,-1.4096,-0.2118,-0.0128
133050.891,-1.9017,0.1239,0.4243
133050.953,-1.1630,0.4390,0.4499
133051.000,-0.4548,0.2167,0.0482
133051.047,-0.8028,-0.1752,-0.1935
133051.094,-1.8419,-0.1789,0.1007
133051.156,-1.8883,0.2619,0.5195
133051.203,-0.8883,0.4683,0.3974
133051.250,-0.1532,0.1471,-0.0238
133051.297,-0.4512,-0.1703,-0.1764
133051.359,-1.6624,-0.1545,0.0946
133051.406,-1.8053,0.2363,0.4792
133051.453,-0.9444,0.4280,0.3755
133051.500,-0.4011,0.1190,-0.0397
133051.547,-1.0604,-0.2253,-0.1691
133051.594,-1.9908,-0.0812,0.2473
133051.641,-1.6661,0.3779,0.5562
133051.703,-0.6368,0.4206,0.2814
133051.750,-0.0800,0.0446,-0.0958
133051.797,-0.8187,-0.2155,-0.1471
133051.844,-1.8370,-0.0775,0.2106
133051.891,-1.6282,0.3339,0.5085
133051.953,-0.7198,0.3864,0.2705
133052.000,-0.4182,0.0104,-0.1227
133052.047,-1.3596,-0.2509,-0.1044
133052.094,-2.0458,0.0226,0.3486
133052.156,-1.4377,0.4377,0.5391
133052.203,-0.4609,0.3413,0.1667
133052.250,-0.1044,-0.0385,-0.1520
133052.297,-1.1838,-0.2265,-0.0812
133052.359,-1.9139,0.0360,0.3400
133052.406,-1.3889,0.4084,0.4976
133052.453,-0.5574,0.3071,0.1484
133052.500,-0.5745,-0.0995,-0.1825
133052.547,-1.6453,-0.2302,-0.0006
133052.594,-2.0043,0.1545,0.4585
133052.641,-1.1325,0.4817,0.4853
133052.703,-0.2692,0.2411,0.0592
133052.750,-0.2363,-0.1166,-0.1728
133052.797,-1.4512,-0.2033,0.0006
133052.844,-1.8919,0.1386,0.4145
133052.891,-1.1593,0.4316,0.4475
133052.953,-0.4389,0.1972,0.0311
133053.000,-0.8590,-0.1850,-0.1899
133053.047,-1.8785,-0.1593,0.1300
133053.094,-1.8516,0.2863,0.5305
133053.156,-0.8321,0.4634,0.3742
133053.203,-0.1337,0.1227,-0.0421
133053.250,-0.5195,-0.1813,-0.1728
133053.297,-1.7088,-0.1435,0.1215
133053.359,-1.7711,0.2546,0.4829
133053.406,-0.8919,0.4206,0.3535
133053.453,-0.3962,0.0946,-0.0629
133053.500,-1.1325,-0.2350,-0.1581
133053.547,-2.0031,-0.0678,0.2534
133053.594,-1.6392,0.4060,0.5586
133053.641,-0.5842,0.4011,0.2509
133053.703,-0.0800,0.0177,-0.1154
133053.750,-0.9188,-0.2228,-0.1349
133053.797,-1.8675,-0.0507,0.2448
133053.844,-1.5623,0.3547,0.5122
133053.891,-0.6661,0.3620,0.2350
133053.953,-0.4487,-0.0201,-0.1374
133054.000,-1.4451,-0.2448,-0.0775
133054.047,-2.0458,0.0568,0.3840
133054.094,-1.3498,0.4512,0.5232
133054.156,-0.4084,0.3120,0.1325
133054.203,-0.1313,-0.0665,-0.1581
133054.250,-1.2399,-0.2265,-0.0556
133054.297,-1.9151,0.0763,0.3718
133054.359,-1.3107,0.4231,0.4866
133054.406,-0.5147,0.2741,0.1129
133054.453,-0.6551,-0.1313,-0.1911
133054.500,-1.7234,-0.2155,0.0336
133054.547,-1.9701,0.1960,0.4853
133054.594,-1.0397,0.4756,0.4512
133054.641,-0.2204,0.2094,0.0299
133054.703,-0.3083,-0.1386,-0.1789
133054.750,-1.5427,-0.1874,0.0409
133054.797,-1.8651,0.1777,0.4463
133054.844,-1.0714,0.4292,0.4182
133054.891,-0.4255,0.1752,0.0079
133054.953,-0.9139,-0.2070,-0.1813
