# Chua circuit — regime 1: fixed_point
time_ms,x_V,y_V,z_V
109980.148,-1.2595,0.1081,0.1752
109980.211,-1.2619,0.1056,0.1752
109980.258,-1.2619,0.1056,0.1752
109980.305,-1.2619,0.1068,0.1740
109980.352,-1.2619,0.1068,0.1752
109980.398,-1.2619,0.1105,0.1777
109980.453,-1.2595,0.1068,0.1777
109980.508,-1.2668,0.1105,0.1764
109980.555,-1.2607,0.1056,0.1740
109980.609,-1.2631,0.1068,0.1740
109980.656,-1.2607,0.1056,0.1777
109980.703,-1.2619,0.1227,0.1777
109980.750,-1.2582,0.1068,0.1764
109980.797,-1.2607,0.1117,0.1728
109980.859,-1.2619,0.1044,0.1728
109980.906,-1.2607,0.1032,0.1728
109980.953,-1.2607,0.1044,0.1728
109981.008,-1.2619,0.1068,0.1728
109981.055,-1.2631,0.1081,0.1801
109981.102,-1.2619,0.1056,0.1752
109981.148,-1.2570,0.1056,0.1764
109981.203,-1.2595,0.1056,0.1752
109981.258,-1.2607,0.1068,0.1789
109981.305,-1.2582,0.1068,0.1764
109981.352,-1.2619,0.1056,0.1740
109981.406,-1.2619,0.1056,0.1740
109981.453,-1.2607,0.1105,0.1764
109981.508,-1.2619,0.1056,0.1789
109981.555,-1.2607,0.1056,0.1740
109981.602,-1.2607,0.1056,0.1740
109981.656,-1.2619,0.1081,0.1752
109981.703,-1.2619,0.1081,0.1752
109981.750,-1.2631,0.1056,0.1777
109981.805,-1.2595,0.1081,0.1764
109981.859,-1.2607,0.1068,0.1752
109981.906,-1.2607,0.1044,0.1752
109981.953,-1.2607,0.1093,0.1777
109982.000,-1.2595,0.1081,0.1752
109982.055,-1.2619,0.1068,0.1752
109982.102,-1.2607,0.1093,0.1740
109982.148,-1.2631,0.1032,0.1752
109982.211,-1.2607,0.1056,0.1752
109982.258,-1.2595,0.1068,0.1740
109982.305,-1.2619,0.1081,0.1777
109982.352,-1.2607,0.1068,0.1777
109982.398,-1.2607,0.1068,0.1764
109982.453,-1.2595,0.1056,0.1728
109982.508,-1.2607,0.1105,0.1752
